,name,pokedex_id,attack,special-attack,defense,special-defense,speed,hp,type1,type2,list_of_moves,ability_name,height,weight,generation,evolutions
424,buneary,427,66,44,44,56,85,55,normal,normal,"[('pound', 1), ('mega-punch', 'machine'), ('fire-punch', 'machine'), ('ice-punch', 'machine'), ('thunder-punch', 'machine'), ('cut', 'machine'), ('double-kick', 20), ('mega-kick', 'machine'), ('jump-kick', 23), ('headbutt', 'tutor'), ('ice-beam', 'machine'), ('low-kick', 'machine'), ('solar-beam', 'machine'), ('thunderbolt', 'machine'), ('thunder-wave', 'machine'), ('dig', 'machine'), ('toxic', 'machine'), ('agility', 'machine'), ('quick-attack', 16), ('double-team', 'machine'), ('defense-curl', 1), ('swift', 'machine'), ('dizzy-punch', 36), ('splash', 1), ('rest', 'machine'), ('substitute', 'machine'), ('snore', 'machine'), ('flail', 'egg'), ('protect', 'machine'), ('sweet-kiss', 'egg'), ('mud-slap', 'tutor'), ('foresight', 1), ('endure', 'machine'), ('charm', 'machine'), ('swagger', 'machine'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('heal-bell', 'tutor'), ('return', 'machine'), ('frustration', 'machine'), ('baton-pass', 'machine'), ('encore', 'machine'), ('iron-tail', 'machine'), ('hidden-power', 'machine'), ('rain-dance', 'machine'), ('sunny-day', 'machine'), ('shadow-ball', 'machine'), ('rock-smash', 'machine'), ('fake-out', 'egg'), ('uproar', 'machine'), ('flatter', 44), ('facade', 'machine'), ('focus-punch', 'egg'), ('helping-hand', 'machine'), ('magic-coat', 'tutor'), ('endeavor', 'tutor'), ('secret-power', 'machine'), ('teeter-dance', 'egg'), ('mud-sport', 'egg'), ('hyper-voice', 'machine'), ('fake-tears', 'machine'), ('cosmic-power', 'machine'), ('sky-uppercut', 'egg'), ('bounce', 'machine'), ('covet', 'tutor'), ('shock-wave', 'tutor'), ('water-pulse', 'tutor'), ('healing-wish', 53), ('natural-gift', 'machine'), ('payback', 'machine'), ('assurance', 'machine'), ('fling', 'machine'), ('copycat', 'egg'), ('last-resort', 'tutor'), ('drain-punch', 'machine'), ('switcheroo', 'egg'), ('captivate', 'machine'), ('grass-knot', 'machine'), ('charge-beam', 'machine'), ('double-hit', 'egg'), ('low-sweep', 'machine'), ('entrainment', 53), ('after-you', 'tutor'), ('round', 'machine'), ('circle-throw', 'egg'), ('retaliate', 'machine'), ('work-up', 'machine')]",[],4,55,4,"[('buneary', '', 0), ('lopunny', 'level-up/condition', 1)]"
425,lopunny,428,76,54,84,96,105,65,normal,normal,"[('pound', 1), ('mega-punch', 'machine'), ('fire-punch', 'machine'), ('ice-punch', 'machine'), ('thunder-punch', 'machine'), ('cut', 'machine'), ('double-kick', 20), ('mega-kick', 'machine'), ('jump-kick', 23), ('headbutt', 'tutor'), ('ice-beam', 'machine'), ('blizzard', 'machine'), ('hyper-beam', 'machine'), ('low-kick', 'machine'), ('strength', 'machine'), ('solar-beam', 'machine'), ('thunderbolt', 'machine'), ('thunder-wave', 'machine'), ('thunder', 'machine'), ('dig', 'machine'), ('toxic', 'machine'), ('agility', 'machine'), ('quick-attack', 16), ('double-team', 'machine'), ('defense-curl', 1), ('swift', 'machine'), ('high-jump-kick', 66), ('dizzy-punch', 36), ('splash', 1), ('rest', 'machine'), ('substitute', 'machine'), ('snore', 'machine'), ('reversal', 'machine'), ('protect', 'machine'), ('mud-slap', 'tutor'), ('foresight', 1), ('endure', 'machine'), ('charm', 'machine'), ('swagger', 'machine'), ('fury-cutter', 'tutor'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('heal-bell', 'tutor'), ('return', 'machine'), ('frustration', 'machine'), ('baton-pass', 'machine'), ('encore', 'machine'), ('iron-tail', 'machine'), ('hidden-power', 'machine'), ('rain-dance', 'machine'), ('sunny-day', 'machine'), ('mirror-coat', 1), ('shadow-ball', 'machine'), ('rock-smash', 'machine'), ('uproar', 'machine'), ('flatter', 44), ('facade', 'machine'), ('focus-punch', 'tutor'), ('helping-hand', 'machine'), ('magic-coat', 'tutor'), ('endeavor', 'tutor'), ('secret-power', 'machine'), ('hyper-voice', 'machine'), ('fake-tears', 'machine'), ('cosmic-power', 'machine'), ('bounce', 'machine'), ('covet', 'tutor'), ('shock-wave', 'tutor'), ('water-pulse', 'tutor'), ('healing-wish', 53), ('natural-gift', 'machine'), ('u-turn', 'machine'), ('close-combat', 'machine'), ('payback', 'machine'), ('assurance', 'machine'), ('fling', 'machine'), ('last-resort', 'tutor'), ('aura-sphere', 'machine'), ('drain-punch', 'machine'), ('focus-blast', 'machine'), ('giga-impact', 'machine'), ('captivate', 'machine'), ('grass-knot', 'machine'), ('charge-beam', 'machine'), ('low-sweep', 'machine'), ('entrainment', 53), ('after-you', 'tutor'), ('round', 'machine'), ('acrobatics', 'machine'), ('retaliate', 'machine'), ('work-up', 'machine')]",[],12,333,4,"[('buneary', '', 0), ('lopunny', 'level-up/condition', 1)]"
426,mismagius,429,60,105,60,105,105,60,ghost,ghost,"[('headbutt', 'tutor'), ('growl', 1), ('hyper-beam', 'machine'), ('thunderbolt', 'machine'), ('thunder-wave', 'machine'), ('thunder', 'machine'), ('toxic', 'machine'), ('psychic', 'machine'), ('double-team', 'machine'), ('swift', 'tutor'), ('dream-eater', 'machine'), ('flash', 'machine'), ('psywave', 1), ('rest', 'machine'), ('substitute', 'machine'), ('thief', 'machine'), ('snore', 'tutor'), ('spite', 'tutor'), ('protect', 'machine'), ('icy-wind', 'tutor'), ('endure', 'machine'), ('swagger', 'machine'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('heal-bell', 'tutor'), ('return', 'machine'), ('frustration', 'machine'), ('pain-split', 'tutor'), ('hidden-power', 'machine'), ('rain-dance', 'machine'), ('sunny-day', 'machine'), ('psych-up', 'machine'), ('shadow-ball', 'machine'), ('uproar', 'tutor'), ('torment', 'machine'), ('will-o-wisp', 'machine'), ('facade', 'machine'), ('taunt', 'machine'), ('trick', 'tutor'), ('magic-coat', 'tutor'), ('skill-swap', 'tutor'), ('snatch', 'tutor'), ('secret-power', 'machine'), ('hyper-voice', 'tutor'), ('astonish', 1), ('aerial-ace', 'machine'), ('magical-leaf', 1), ('calm-mind', 'machine'), ('shock-wave', 'tutor'), ('natural-gift', 'machine'), ('payback', 'machine'), ('embargo', 'machine'), ('lucky-chant', 1), ('sucker-punch', 'tutor'), ('dark-pulse', 'machine'), ('power-gem', 1), ('energy-ball', 'machine'), ('giga-impact', 'machine'), ('trick-room', 'machine'), ('captivate', 'machine'), ('charge-beam', 'machine'), ('ominous-wind', 'tutor'), ('wonder-room', 'tutor'), ('telekinesis', 'tutor'), ('magic-room', 'tutor'), ('foul-play', 'tutor'), ('round', 'machine'), ('echoed-voice', 'machine'), ('ally-switch', 'tutor')]",[],9,44,4,"[('misdreavus', '', 0), ('mismagius', 'use-item/condition', 1)]"
427,honchkrow,430,125,105,52,52,71,100,dark,flying,"[('wing-attack', 1), ('fly', 'machine'), ('hyper-beam', 'machine'), ('thunder-wave', 'machine'), ('toxic', 'machine'), ('psychic', 'machine'), ('double-team', 'machine'), ('haze', 1), ('swift', 'tutor'), ('dream-eater', 'machine'), ('sky-attack', 'tutor'), ('rest', 'machine'), ('substitute', 'machine'), ('thief', 'machine'), ('snore', 'tutor'), ('spite', 'tutor'), ('protect', 'machine'), ('mud-slap', 'tutor'), ('icy-wind', 'tutor'), ('endure', 'machine'), ('swagger', 'machine'), ('steel-wing', 'machine'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('pursuit', 1), ('hidden-power', 'machine'), ('twister', 'tutor'), ('rain-dance', 'machine'), ('sunny-day', 'machine'), ('psych-up', 'machine'), ('shadow-ball', 'machine'), ('uproar', 'tutor'), ('heat-wave', 'tutor'), ('torment', 'machine'), ('facade', 'machine'), ('taunt', 'machine'), ('superpower', 'tutor'), ('snatch', 'tutor'), ('secret-power', 'machine'), ('astonish', 1), ('air-cutter', 'tutor'), ('aerial-ace', 'machine'), ('calm-mind', 'machine'), ('roost', 'machine'), ('natural-gift', 'machine'), ('pluck', 'machine'), ('tailwind', 'tutor'), ('payback', 'machine'), ('embargo', 'machine'), ('sucker-punch', 'tutor'), ('dark-pulse', 'machine'), ('night-slash', 45), ('giga-impact', 'machine'), ('nasty-plot', 35), ('defog', 'tutor'), ('captivate', 'machine'), ('ominous-wind', 'tutor'), ('foul-play', 'tutor'), ('round', 'machine'), ('incinerate', 'machine'), ('quash', 'machine'), ('retaliate', 'machine'), ('snarl', 'machine')]",[],9,273,4,"[('murkrow', '', 0), ('honchkrow', 'use-item/condition', 1)]"
428,glameow,431,55,42,42,37,85,49,normal,normal,"[('scratch', 5), ('cut', 'machine'), ('sand-attack', 'egg'), ('headbutt', 'tutor'), ('tail-whip', 'egg'), ('bite', 'egg'), ('growl', 8), ('thunderbolt', 'machine'), ('thunder', 'machine'), ('dig', 'machine'), ('toxic', 'machine'), ('hypnosis', 13), ('quick-attack', 'egg'), ('double-team', 'machine'), ('swift', 'tutor'), ('dream-eater', 'machine'), ('flash', 'machine'), ('fury-swipes', 20), ('rest', 'machine'), ('super-fang', 'tutor'), ('slash', 37), ('substitute', 'machine'), ('thief', 'machine'), ('snore', 'tutor'), ('flail', 'egg'), ('protect', 'machine'), ('feint-attack', 17), ('mud-slap', 'tutor'), ('endure', 'machine'), ('charm', 25), ('swagger', 'machine'), ('fury-cutter', 'tutor'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('iron-tail', 'tutor'), ('hidden-power', 'machine'), ('rain-dance', 'machine'), ('sunny-day', 'machine'), ('psych-up', 'machine'), ('shadow-ball', 'machine'), ('fake-out', 1), ('torment', 'machine'), ('facade', 'machine'), ('taunt', 'machine'), ('assist', 29), ('knock-off', 'tutor'), ('snatch', 'tutor'), ('secret-power', 'machine'), ('hyper-voice', 'tutor'), ('fake-tears', 'egg'), ('aerial-ace', 'machine'), ('covet', 'tutor'), ('shock-wave', 'tutor'), ('water-pulse', 'tutor'), ('wake-up-slap', 'egg'), ('natural-gift', 'machine'), ('u-turn', 'machine'), ('payback', 'machine'), ('assurance', 'egg'), ('last-resort', 'tutor'), ('sucker-punch', 'tutor'), ('shadow-claw', 'machine'), ('captivate', 'machine'), ('hone-claws', 'machine'), ('foul-play', 'tutor'), ('round', 'machine'), ('echoed-voice', 'machine'), ('retaliate', 'machine'), ('work-up', 'machine')]",[],5,39,4,"[('glameow', '', 0), ('purugly', 'level-up(38)', 1)]"
429,purugly,432,82,64,64,59,112,71,normal,normal,"[('scratch', 1), ('cut', 'machine'), ('headbutt', 'tutor'), ('body-slam', 45), ('growl', 1), ('roar', 'machine'), ('hyper-beam', 'machine'), ('thunderbolt', 'machine'), ('thunder', 'machine'), ('dig', 'machine'), ('toxic', 'machine'), ('hypnosis', 13), ('double-team', 'machine'), ('swift', 'tutor'), ('dream-eater', 'machine'), ('flash', 'machine'), ('fury-swipes', 20), ('rest', 'machine'), ('super-fang', 'tutor'), ('slash', 37), ('substitute', 'machine'), ('thief', 'machine'), ('snore', 'tutor'), ('protect', 'machine'), ('feint-attack', 17), ('mud-slap', 'tutor'), ('endure', 'machine'), ('charm', 25), ('rollout', 'tutor'), ('swagger', 'machine'), ('fury-cutter', 'tutor'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('iron-tail', 'tutor'), ('hidden-power', 'machine'), ('rain-dance', 'machine'), ('sunny-day', 'machine'), ('psych-up', 'machine'), ('shadow-ball', 'machine'), ('fake-out', 1), ('torment', 'machine'), ('facade', 'machine'), ('taunt', 'machine'), ('assist', 29), ('knock-off', 'tutor'), ('snatch', 'tutor'), ('secret-power', 'machine'), ('hyper-voice', 'tutor'), ('aerial-ace', 'machine'), ('covet', 'tutor'), ('shock-wave', 'tutor'), ('water-pulse', 'tutor'), ('natural-gift', 'machine'), ('u-turn', 'machine'), ('payback', 'machine'), ('last-resort', 'tutor'), ('sucker-punch', 'tutor'), ('giga-impact', 'machine'), ('shadow-claw', 'machine'), ('captivate', 'machine'), ('hone-claws', 'machine'), ('foul-play', 'tutor'), ('round', 'machine'), ('echoed-voice', 'machine'), ('retaliate', 'machine'), ('bulldoze', 'machine'), ('work-up', 'machine')]",[],10,438,4,"[('glameow', '', 0), ('purugly', 'level-up(38)', 1)]"
430,chingling,433,30,65,50,50,45,45,psychic,psychic,"[('bind', 'tutor'), ('wrap', 1), ('growl', 6), ('disable', 'egg'), ('thunder-wave', 'machine'), ('toxic', 'machine'), ('confusion', 14), ('psychic', 'machine'), ('hypnosis', 'egg'), ('double-team', 'machine'), ('recover', 'egg'), ('light-screen', 'machine'), ('reflect', 'machine'), ('swift', 'tutor'), ('dream-eater', 'machine'), ('flash', 'machine'), ('rest', 'machine'), ('substitute', 'machine'), ('snore', 'tutor'), ('curse', 'egg'), ('protect', 'machine'), ('icy-wind', 'tutor'), ('endure', 'machine'), ('rollout', 'tutor'), ('swagger', 'machine'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('heal-bell', 'tutor'), ('return', 'machine'), ('frustration', 'machine'), ('safeguard', 'machine'), ('hidden-power', 'machine'), ('rain-dance', 'machine'), ('sunny-day', 'machine'), ('psych-up', 'machine'), ('shadow-ball', 'machine'), ('future-sight', 'egg'), ('uproar', 'tutor'), ('torment', 'machine'), ('facade', 'machine'), ('taunt', 'machine'), ('helping-hand', 'tutor'), ('trick', 'tutor'), ('wish', 'egg'), ('magic-coat', 'tutor'), ('recycle', 'tutor'), ('yawn', 13), ('knock-off', 'tutor'), ('skill-swap', 'tutor'), ('snatch', 'tutor'), ('secret-power', 'machine'), ('hyper-voice', 'tutor'), ('astonish', 9), ('cosmic-power', 'egg'), ('signal-beam', 'tutor'), ('calm-mind', 'machine'), ('shock-wave', 'tutor'), ('gravity', 'tutor'), ('natural-gift', 'machine'), ('last-resort', 'tutor'), ('zen-headbutt', 'tutor'), ('trick-room', 'machine'), ('captivate', 'machine'), ('grass-knot', 'machine'), ('charge-beam', 'machine'), ('psyshock', 'machine'), ('telekinesis', 'tutor'), ('entrainment', 25), ('round', 'machine'), ('echoed-voice', 'machine'), ('stored-power', 'egg'), ('ally-switch', 'tutor')]",[],2,6,4,"[('chingling', '', 0), ('chimecho', 'level-up/condition', 1)]"
431,stunky,434,63,41,47,41,74,63,poison,dark,"[('scratch', 1), ('cut', 'machine'), ('headbutt', 'tutor'), ('double-edge', 'egg'), ('leer', 'egg'), ('bite', 21), ('roar', 'machine'), ('flamethrower', 'machine'), ('dig', 'machine'), ('toxic', 'machine'), ('screech', 'machine'), ('double-team', 'machine'), ('smokescreen', 15), ('haze', 'egg'), ('focus-energy', 'machine'), ('smog', 'egg'), ('fire-blast', 'machine'), ('swift', 'machine'), ('poison-gas', 4), ('explosion', 'machine'), ('fury-swipes', 11), ('rest', 'machine'), ('slash', 'egg'), ('substitute', 'machine'), ('thief', 'machine'), ('snore', 'machine'), ('protect', 'machine'), ('scary-face', 'machine'), ('sludge-bomb', 'machine'), ('mud-slap', 'tutor'), ('endure', 'machine'), ('swagger', 'machine'), ('fury-cutter', 'tutor'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('pursuit', 'egg'), ('iron-tail', 'machine'), ('hidden-power', 'machine'), ('rain-dance', 'machine'), ('sunny-day', 'machine'), ('crunch', 'machine'), ('shadow-ball', 'machine'), ('rock-smash', 'machine'), ('torment', 'machine'), ('memento', 37), ('facade', 'machine'), ('taunt', 'machine'), ('snatch', 'tutor'), ('secret-power', 'machine'), ('astonish', 'egg'), ('natural-gift', 'machine'), ('feint', 18), ('payback', 'machine'), ('assurance', 'machine'), ('punishment', 'egg'), ('sucker-punch', 'tutor'), ('dark-pulse', 'machine'), ('night-slash', 31), ('nasty-plot', 'machine'), ('shadow-claw', 'machine'), ('defog', 'tutor'), ('captivate', 'machine'), ('hone-claws', 'machine'), ('venoshock', 'machine'), ('flame-burst', 'egg'), ('acid-spray', 32), ('foul-play', 'machine'), ('round', 'machine'), ('hex', 'machine'), ('incinerate', 'machine'), ('tail-slap', 'machine'), ('snarl', 'machine')]",[],4,192,4,"[('stunky', '', 0), ('skuntank', 'level-up(34)', 1)]"
432,skuntank,435,93,71,67,61,84,103,poison,dark,"[('scratch', 1), ('cut', 'machine'), ('headbutt', 'tutor'), ('bite', 21), ('roar', 'machine'), ('flamethrower', 'machine'), ('hyper-beam', 'machine'), ('strength', 'machine'), ('fire-spin', 'machine'), ('dig', 'machine'), ('toxic', 'machine'), ('screech', 'machine'), ('double-team', 'machine'), ('smokescreen', 15), ('focus-energy', 'machine'), ('fire-blast', 'machine'), ('swift', 'machine'), ('poison-gas', 1), ('explosion', 'machine'), ('fury-swipes', 11), ('rest', 'machine'), ('slash', 25), ('substitute', 'machine'), ('thief', 'machine'), ('snore', 'machine'), ('protect', 'machine'), ('scary-face', 'machine'), ('sludge-bomb', 'machine'), ('mud-slap', 'tutor'), ('endure', 'machine'), ('swagger', 'machine'), ('fury-cutter', 'tutor'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('iron-tail', 'machine'), ('hidden-power', 'machine'), ('rain-dance', 'machine'), ('sunny-day', 'machine'), ('crunch', 'machine'), ('shadow-ball', 'machine'), ('rock-smash', 'machine'), ('torment', 'machine'), ('memento', 41), ('facade', 'machine'), ('taunt', 'machine'), ('snatch', 'tutor'), ('secret-power', 'machine'), ('natural-gift', 'machine'), ('feint', 18), ('payback', 'machine'), ('assurance', 'machine'), ('sucker-punch', 'tutor'), ('poison-jab', 'machine'), ('dark-pulse', 'machine'), ('night-slash', 31), ('giga-impact', 'machine'), ('nasty-plot', 'machine'), ('shadow-claw', 'machine'), ('defog', 'tutor'), ('captivate', 'machine'), ('hone-claws', 'machine'), ('venoshock', 'machine'), ('acid-spray', 32), ('foul-play', 'machine'), ('round', 'machine'), ('hex', 'machine'), ('incinerate', 'machine'), ('tail-slap', 'machine'), ('snarl', 'machine')]",[],10,380,4,"[('stunky', '', 0), ('skuntank', 'level-up(34)', 1)]"
433,bronzor,436,24,24,86,86,23,57,steel,psychic,"[('tackle', 1), ('solar-beam', 'machine'), ('earthquake', 'machine'), ('toxic', 'machine'), ('confusion', 1), ('psychic', 'machine'), ('hypnosis', 7), ('double-team', 'machine'), ('confuse-ray', 14), ('light-screen', 'machine'), ('reflect', 'machine'), ('dream-eater', 'machine'), ('flash', 'machine'), ('psywave', 15), ('rest', 'machine'), ('rock-slide', 'machine'), ('substitute', 'machine'), ('snore', 'machine'), ('protect', 'machine'), ('feint-attack', 41), ('sandstorm', 'machine'), ('endure', 'machine'), ('rollout', 'tutor'), ('swagger', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('safeguard', 'machine'), ('hidden-power', 'machine'), ('rain-dance', 'machine'), ('sunny-day', 'machine'), ('psych-up', 'machine'), ('ancient-power', 'tutor'), ('shadow-ball', 'machine'), ('future-sight', 'machine'), ('facade', 'machine'), ('trick', 'machine'), ('recycle', 'tutor'), ('skill-swap', 'machine'), ('imprison', 'machine'), ('secret-power', 'machine'), ('rock-tomb', 'machine'), ('metal-sound', 31), ('signal-beam', 'tutor'), ('extrasensory', 19), ('iron-defense', 'machine'), ('calm-mind', 'machine'), ('gravity', 'tutor'), ('gyro-ball', 'machine'), ('natural-gift', 'machine'), ('payback', 'machine'), ('heal-block', 52), ('power-swap', 'machine'), ('guard-swap', 'machine'), ('rock-polish', 'machine'), ('flash-cannon', 'machine'), ('trick-room', 'machine'), ('stealth-rock', 'machine'), ('grass-knot', 'machine'), ('charge-beam', 'machine'), ('wonder-room', 'machine'), ('psyshock', 'machine'), ('telekinesis', 'tutor'), ('heavy-slam', 'machine'), ('round', 'machine'), ('ally-switch', 'machine'), ('hex', 'machine'), ('bulldoze', 'machine')]",[],5,605,4,"[('bronzor', '', 0), ('bronzong', 'level-up(33)', 1)]"
434,bronzong,437,89,79,116,116,33,67,steel,psychic,"[('tackle', 1), ('hyper-beam', 'machine'), ('strength', 'machine'), ('solar-beam', 'machine'), ('earthquake', 'machine'), ('toxic', 'machine'), ('confusion', 1), ('psychic', 'machine'), ('hypnosis', 1), ('double-team', 'machine'), ('confuse-ray', 14), ('light-screen', 'machine'), ('reflect', 'machine'), ('dream-eater', 'machine'), ('flash', 'machine'), ('psywave', 15), ('explosion', 'machine'), ('rest', 'machine'), ('rock-slide', 'machine'), ('substitute', 'machine'), ('snore', 'machine'), ('protect', 'machine'), ('feint-attack', 50), ('sandstorm', 'machine'), ('endure', 'machine'), ('rollout', 'tutor'), ('swagger', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('safeguard', 'machine'), ('hidden-power', 'machine'), ('rain-dance', 'machine'), ('sunny-day', 'machine'), ('psych-up', 'machine'), ('ancient-power', 'tutor'), ('shadow-ball', 'machine'), ('future-sight', 'machine'), ('rock-smash', 'machine'), ('facade', 'machine'), ('trick', 'machine'), ('recycle', 'tutor'), ('skill-swap', 'machine'), ('imprison', 'machine'), ('secret-power', 'machine'), ('weather-ball', 'machine'), ('rock-tomb', 'machine'), ('metal-sound', 31), ('signal-beam', 'tutor'), ('extrasensory', 19), ('iron-defense', 'machine'), ('block', 'level-up'), ('calm-mind', 'machine'), ('gravity', 'tutor'), ('gyro-ball', 'machine'), ('natural-gift', 'machine'), ('payback', 'machine'), ('heal-block', 67), ('power-swap', 'machine'), ('guard-swap', 'machine'), ('rock-polish', 'machine'), ('giga-impact', 'machine'), ('zen-headbutt', 'machine'), ('flash-cannon', 'machine'), ('trick-room', 'machine'), ('iron-head', 'machine'), ('stealth-rock', 'machine'), ('grass-knot', 'machine'), ('charge-beam', 'machine'), ('wonder-room', 'machine'), ('psyshock', 'machine'), ('telekinesis', 'tutor'), ('heavy-slam', 'machine'), ('round', 'machine'), ('ally-switch', 'machine'), ('hex', 'machine'), ('bulldoze', 'machine')]",[],13,1870,4,"[('bronzor', '', 0), ('bronzong', 'level-up(33)', 1)]"
435,bonsly,438,80,10,95,45,10,50,rock,rock,"[('slam', 38), ('headbutt', 'egg'), ('double-edge', 46), ('low-kick', 'machine'), ('counter', 33), ('rock-throw', 14), ('dig', 'machine'), ('toxic', 'machine'), ('mimic', 17), ('double-team', 'machine'), ('harden', 'egg'), ('defense-curl', 'egg'), ('self-destruct', 'machine'), ('explosion', 'machine'), ('rest', 'machine'), ('rock-slide', 'machine'), ('substitute', 'machine'), ('thief', 'machine'), ('snore', 'machine'), ('curse', 'egg'), ('flail', 6), ('protect', 'machine'), ('feint-attack', 25), ('sandstorm', 'machine'), ('endure', 'machine'), ('rollout', 'egg'), ('swagger', 'machine'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('hidden-power', 'machine'), ('sunny-day', 'machine'), ('psych-up', 'machine'), ('uproar', 'machine'), ('facade', 'machine'), ('nature-power', 'machine'), ('helping-hand', 'machine'), ('role-play', 'tutor'), ('brick-break', 'machine'), ('secret-power', 'machine'), ('fake-tears', 'machine'), ('rock-tomb', 'machine'), ('sand-tomb', 'machine'), ('block', 'tutor'), ('covet', 'tutor'), ('calm-mind', 'machine'), ('natural-gift', 'machine'), ('copycat', 1), ('sucker-punch', 'tutor'), ('rock-polish', 'egg'), ('earth-power', 'machine'), ('captivate', 'machine'), ('stealth-rock', 'machine'), ('smack-down', 'machine'), ('foul-play', 'machine'), ('after-you', 'tutor'), ('round', 'machine')]",[],5,150,4,"[('bonsly', '', 0), ('sudowoodo', 'level-up/condition', 1)]"
436,mime-jr,439,25,70,45,90,60,20,psychic,fairy,"[('pound', 1), ('double-slap', 15), ('headbutt', 'tutor'), ('psybeam', 25), ('solar-beam', 'machine'), ('thunderbolt', 'machine'), ('thunder-wave', 'machine'), ('thunder', 'machine'), ('toxic', 'machine'), ('confusion', 1), ('psychic', 'machine'), ('hypnosis', 'egg'), ('meditate', 8), ('mimic', 'egg'), ('double-team', 'machine'), ('confuse-ray', 'egg'), ('barrier', 1), ('light-screen', 'machine'), ('reflect', 'machine'), ('dream-eater', 'machine'), ('flash', 'machine'), ('rest', 'machine'), ('substitute', 'machine'), ('thief', 'machine'), ('snore', 'machine'), ('protect', 'machine'), ('mud-slap', 'tutor'), ('icy-wind', 'machine'), ('endure', 'machine'), ('charm', 'machine'), ('swagger', 'machine'), ('attract', 'machine'), ('sleep-talk', 'machine'), ('return', 'machine'), ('frustration', 'machine'), ('safeguard', 'machine'), ('baton-pass', 'machine'), ('encore', 'machine'), ('hidden-power', 'machine'), ('rain-dance', 'machine'), ('sunny-day', 'machine'), ('psych-up', 'machine'), ('shadow-ball', 'machine'), ('future-sight', 'machine'), ('fake-out', 'egg'), ('uproar', 'machine'), ('torment', 'machine'), ('facade', 'machine'), ('focus-punch', 'tutor'), ('taunt', 'machine'), ('helping-hand', 'machine'), ('trick', 'machine'), ('role-play', 'tutor'), ('magic-coat', 'tutor'), ('recycle', 'tutor'), ('brick-break', 'machine'), ('skill-swap', 'machine'), ('snatch', 'tutor'), ('secret-power', 'machine'), ('teeter-dance', 'egg'), ('tickle', 'egg'), ('signal-beam', 'tutor'), ('covet', 'tutor'), ('calm-mind', 'machine'), ('shock-wave', 'tutor'), ('wake-up-slap', 'egg'), ('healing-wish', 'egg'), ('natural-gift', 'machine'), ('fling', 'machine'), ('copycat', 4), ('sucker-punch', 40), ('drain-punch', 'machine'), ('nasty-plot', 'machine'), ('trick-room', 'machine'), ('captivate', 'machine'), ('grass-knot', 'machine'), ('charge-beam', 'machine'), ('power-split', 'egg'), ('wonder-room', 'machine'), ('psyshock', 'machine'), ('telekinesis', 'tutor'), ('magic-room', 'machine'), ('round', 'machine'), ('stored-power', 'machine'), ('ally-switch', 'machine')]",[],6,130,4,"[('mime-jr', '', 0), ('mr-mime', 'level-up/condition', 1), ('mr-rime', 'level-up(42)', 2)]"
